location,date,vaccine,total_vaccinations
Cyprus,2022-01-07,Pfizer/BioNTech,1096838.0
Cyprus,2022-01-14,Pfizer/BioNTech,1119693.0
Cyprus,2022-01-21,Pfizer/BioNTech,1141630.0
Cyprus,2022-01-28,Pfizer/BioNTech,1155031.0
Cyprus,2022-02-04,Pfizer/BioNTech,1168200.0
Cyprus,2022-02-11,Pfizer/BioNTech,1179200.0
Cyprus,2022-02-18,Pfizer/BioNTech,1185994.0
Cyprus,2022-02-25,Pfizer/BioNTech,1191164.0
Cyprus,2022-03-04,Pfizer/BioNTech,1196073.0
Cyprus,2022-03-11,Pfizer/BioNTech,1199916.0
Cyprus,2022-03-18,Pfizer/BioNTech,1203509.0
Cyprus,2022-03-25,Pfizer/BioNTech,1206756.0
Cyprus,2022-04-01,Pfizer/BioNTech,1211588.0
Cyprus,2022-04-08,Pfizer/BioNTech,1216645.0
Cyprus,2022-04-15,Pfizer/BioNTech,1221329.0
Cyprus,2022-04-22,Pfizer/BioNTech,1223967.0
Cyprus,2022-04-29,Pfizer/BioNTech,1228351.0
Cyprus,2022-05-06,Pfizer/BioNTech,1232744.0
Cyprus,2022-05-13,Pfizer/BioNTech,1236086.0
Cyprus,2022-05-20,Pfizer/BioNTech,1238672.0
Cyprus,2022-05-27,Pfizer/BioNTech,1240942.0
Cyprus,2022-06-03,Pfizer/BioNTech,1241877.0
Cyprus,2022-06-10,Pfizer/BioNTech,1243158.0
Cyprus,2022-06-17,Pfizer/BioNTech,1244071.0
Cyprus,2022-06-24,Pfizer/BioNTech,1245548.0
Cyprus,2022-07-01,Pfizer/BioNTech,1247687.0
Cyprus,2022-07-08,Pfizer/BioNTech,1250572.0
Cyprus,2022-07-15,Pfizer/BioNTech,1253453.0
Cyprus,2022-07-22,Pfizer/BioNTech,1255187.0
Cyprus,2022-07-29,Pfizer/BioNTech,1256921.0
Cyprus,2022-08-05,Pfizer/BioNTech,1257628.0
Cyprus,2022-08-12,Pfizer/BioNTech,1258349.0
Cyprus,2022-08-19,Pfizer/BioNTech,1258751.0
Cyprus,2022-08-26,Pfizer/BioNTech,1259182.0
Cyprus,2022-09-02,Pfizer/BioNTech,1259629.0
Cyprus,2022-09-09,Pfizer/BioNTech,1260037.0
Cyprus,2022-09-16,Pfizer/BioNTech,1260468.0
Cyprus,2022-09-23,Pfizer/BioNTech,1261305.0
Cyprus,2022-09-30,Pfizer/BioNTech,1262407.0
Cyprus,2022-10-07,Pfizer/BioNTech,1264910.0
Cyprus,2022-10-14,Pfizer/BioNTech,1267997.0
Cyprus,2022-10-21,Pfizer/BioNTech,1269930.0
Cyprus,2022-10-28,Pfizer/BioNTech,1271950.0
Cyprus,2022-11-04,Pfizer/BioNTech,1274835.0
Cyprus,2022-11-11,Pfizer/BioNTech,1278171.0
Cyprus,2022-11-18,Pfizer/BioNTech,1281632.0
Cyprus,2022-11-25,Pfizer/BioNTech,1285548.0
Cyprus,2022-12-02,Pfizer/BioNTech,1290441.0
Cyprus,2022-12-09,Pfizer/BioNTech,1294023.0
Cyprus,2022-12-16,Pfizer/BioNTech,1296758.0
Cyprus,2022-12-23,Pfizer/BioNTech,1298663.0
Cyprus,2022-12-30,Pfizer/BioNTech,1299920.0
Cyprus,2023-01-06,Pfizer/BioNTech,1301649.0
Cyprus,2023-01-13,Pfizer/BioNTech,1304844.0
Cyprus,2023-01-20,Pfizer/BioNTech,1307234.0
Cyprus,2023-01-27,Pfizer/BioNTech,1308360.0
Cyprus,2023-02-03,Pfizer/BioNTech,1309054.0
Cyprus,2023-02-10,Pfizer/BioNTech,1309713.0
Slovakia,2021-03-05,Johnson&Johnson,2.0
Slovakia,2021-03-12,Johnson&Johnson,3.0
Slovakia,2021-03-19,Johnson&Johnson,4.0
Slovakia,2021-04-02,Johnson&Johnson,5.0
Slovakia,2021-04-09,Johnson&Johnson,7.0
Slovakia,2021-04-16,Johnson&Johnson,9.0
Slovakia,2021-04-30,Johnson&Johnson,22.0
Slovakia,2021-05-14,Johnson&Johnson,24.0
Slovakia,2021-05-21,Johnson&Johnson,26.0
Slovakia,2021-06-04,Johnson&Johnson,27.0
Slovakia,2021-06-11,Johnson&Johnson,28.0
Slovakia,2021-06-18,Johnson&Johnson,150.0
Slovakia,2021-06-25,Johnson&Johnson,263.0
Slovakia,2021-07-02,Johnson&Johnson,5374.0
Slovakia,2021-07-09,Johnson&Johnson,13951.0
Slovakia,2021-07-16,Johnson&Johnson,23195.0
Slovakia,2021-07-23,Johnson&Johnson,29373.0
Slovakia,2021-07-30,Johnson&Johnson,34863.0
Slovakia,2021-08-06,Johnson&Johnson,42764.0
Slovakia,2021-08-13,Johnson&Johnson,50685.0
Slovakia,2021-08-20,Johnson&Johnson,59695.0
Slovakia,2021-08-27,Johnson&Johnson,65738.0
Slovakia,2021-09-03,Johnson&Johnson,70372.0
Slovakia,2021-09-10,Johnson&Johnson,73385.0
Slovakia,2021-09-17,Johnson&Johnson,77817.0
Slovakia,2021-09-24,Johnson&Johnson,82599.0
Slovakia,2021-10-01,Johnson&Johnson,87638.0
Slovakia,2021-10-08,Johnson&Johnson,91493.0
Slovakia,2021-10-15,Johnson&Johnson,94331.0
Slovakia,2021-10-22,Johnson&Johnson,97593.0
Slovakia,2021-10-29,Johnson&Johnson,101325.0
Slovakia,2021-11-05,Johnson&Johnson,106392.0
Slovakia,2021-11-12,Johnson&Johnson,117888.0
Slovakia,2021-11-19,Johnson&Johnson,133494.0
Slovakia,2021-11-26,Johnson&Johnson,151933.0
Slovakia,2021-12-03,Johnson&Johnson,159314.0
Slovakia,2021-12-10,Johnson&Johnson,163592.0
Slovakia,2021-12-17,Johnson&Johnson,166410.0
Slovakia,2021-12-24,Johnson&Johnson,167667.0
Slovakia,2021-12-31,Johnson&Johnson,168621.0
Slovakia,2022-01-07,Johnson&Johnson,171348.0
Slovakia,2022-01-14,Johnson&Johnson,175918.0
Slovakia,2022-01-21,Johnson&Johnson,179381.0
Slovakia,2022-01-28,Johnson&Johnson,181676.0
Slovakia,2022-02-04,Johnson&Johnson,183258.0
Slovakia,2022-02-11,Johnson&Johnson,184073.0
Slovakia,2022-02-18,Johnson&Johnson,184498.0
Slovakia,2022-02-25,Johnson&Johnson,184770.0
Slovakia,2022-03-04,Johnson&Johnson,184938.0
Slovakia,2022-03-11,Johnson&Johnson,185108.0
Slovakia,2022-03-18,Johnson&Johnson,185246.0
Slovakia,2022-03-25,Johnson&Johnson,185341.0
Slovakia,2022-04-01,Johnson&Johnson,185435.0
Slovakia,2022-04-08,Johnson&Johnson,185505.0
Slovakia,2022-04-15,Johnson&Johnson,185565.0
Slovakia,2022-04-22,Johnson&Johnson,185627.0
Slovakia,2022-04-29,Johnson&Johnson,185666.0
Slovakia,2022-05-06,Johnson&Johnson,185739.0
Slovakia,2022-05-13,Johnson&Johnson,185776.0
Slovakia,2022-05-20,Johnson&Johnson,185804.0
Slovakia,2022-05-27,Johnson&Johnson,185872.0
Slovakia,2022-06-03,Johnson&Johnson,185888.0
Slovakia,2022-06-10,Johnson&Johnson,185919.0
Slovakia,2022-06-17,Johnson&Johnson,185941.0
Slovakia,2022-06-24,Johnson&Johnson,185977.0
Slovakia,2022-07-01,Johnson&Johnson,185992.0
Slovakia,2022-07-08,Johnson&Johnson,186011.0
Slovakia,2022-07-15,Johnson&Johnson,186039.0
Slovakia,2022-07-22,Johnson&Johnson,186083.0
Slovakia,2022-07-29,Johnson&Johnson,186107.0
Slovakia,2022-08-05,Johnson&Johnson,186131.0
Slovakia,2022-08-12,Johnson&Johnson,186160.0
Slovakia,2022-08-19,Johnson&Johnson,186186.0
Slovakia,2022-08-26,Johnson&Johnson,186204.0
Slovakia,2022-09-02,Johnson&Johnson,186224.0
Slovakia,2022-09-09,Johnson&Johnson,186237.0
Slovakia,2022-09-16,Johnson&Johnson,186258.0
Slovakia,2022-09-23,Johnson&Johnson,186259.0
Slovakia,2022-09-30,Johnson&Johnson,186263.0
Slovakia,2022-10-07,Johnson&Johnson,186270.0
Slovakia,2022-10-14,Johnson&Johnson,186281.0
Slovakia,2022-10-21,Johnson&Johnson,186287.0
Slovakia,2022-10-28,Johnson&Johnson,186292.0
Slovakia,2022-11-04,Johnson&Johnson,186299.0
Slovakia,2022-11-11,Johnson&Johnson,186308.0
Slovakia,2022-11-18,Johnson&Johnson,186318.0
Slovakia,2022-11-25,Johnson&Johnson,186332.0
Slovakia,2022-12-02,Johnson&Johnson,186341.0
Slovakia,2022-12-09,Johnson&Johnson,186349.0
Slovakia,2022-12-16,Johnson&Johnson,186356.0
Slovakia,2022-12-23,Johnson&Johnson,186360.0
Slovakia,2023-01-06,Johnson&Johnson,186363.0
Slovakia,2023-01-13,Johnson&Johnson,186372.0
Slovakia,2023-01-20,Johnson&Johnson,186381.0
Slovakia,2023-01-27,Johnson&Johnson,186394.0
Slovakia,2023-02-03,Johnson&Johnson,186401.0
Slovakia,2023-02-10,Johnson&Johnson,186409.0
Slovakia,2023-02-17,Johnson&Johnson,186414.0
Slovakia,2023-02-24,Johnson&Johnson,186420.0
Slovakia,2023-03-03,Johnson&Johnson,186426.0
Slovakia,2023-03-10,Johnson&Johnson,186432.0
Slovakia,2023-03-17,Johnson&Johnson,186445.0
Slovakia,2023-03-24,Johnson&Johnson,186460.0
Slovakia,2023-03-31,Johnson&Johnson,186468.0
Slovakia,2023-04-07,Johnson&Johnson,186474.0
Slovakia,2023-04-14,Johnson&Johnson,186480.0
Slovakia,2023-04-21,Johnson&Johnson,186482.0
Slovakia,2023-04-28,Johnson&Johnson,186488.0
Slovakia,2023-05-05,Johnson&Johnson,186490.0
Slovakia,2023-05-12,Johnson&Johnson,186491.0
Slovakia,2023-05-26,Johnson&Johnson,186494.0
Slovakia,2023-06-23,Johnson&Johnson,186497.0
Slovakia,2023-06-30,Johnson&Johnson,186499.0
Slovakia,2021-01-08,Moderna,3.0
Slovakia,2021-01-22,Moderna,4.0
Slovakia,2021-01-29,Moderna,77.0
Slovakia,2021-02-05,Moderna,1663.0
Slovakia,2021-02-12,Moderna,6508.0
Slovakia,2021-02-19,Moderna,18318.0
Slovakia,2021-02-26,Moderna,22596.0
Slovakia,2021-03-05,Moderna,24702.0
Slovakia,2021-03-12,Moderna,29639.0
Slovakia,2021-03-19,Moderna,41547.0
Slovakia,2021-03-26,Moderna,56121.0
Slovakia,2021-04-02,Moderna,67235.0
Slovakia,2021-04-09,Moderna,79527.0
Slovakia,2021-04-16,Moderna,98484.0
Slovakia,2021-04-23,Moderna,120309.0
Slovakia,2021-04-30,Moderna,142415.0
Slovakia,2021-05-07,Moderna,170197.0
Slovakia,2021-05-14,Moderna,200430.0
Slovakia,2021-05-21,Moderna,233435.0
Slovakia,2021-05-28,Moderna,261795.0
Slovakia,2021-06-04,Moderna,289836.0
Slovakia,2021-06-11,Moderna,316356.0
Slovakia,2021-06-18,Moderna,342995.0
Slovakia,2021-06-25,Moderna,366375.0
Slovakia,2021-07-02,Moderna,387961.0
Slovakia,2021-07-09,Moderna,404982.0
Slovakia,2021-07-16,Moderna,421500.0
Slovakia,2021-07-23,Moderna,433951.0
Slovakia,2021-07-30,Moderna,446271.0
Slovakia,2021-08-06,Moderna,455336.0
Slovakia,2021-08-13,Moderna,461884.0
Slovakia,2021-08-20,Moderna,467849.0
Slovakia,2021-08-27,Moderna,472222.0
Slovakia,2021-09-03,Moderna,475799.0
Slovakia,2021-09-10,Moderna,478617.0
Slovakia,2021-09-17,Moderna,481278.0
Slovakia,2021-09-24,Moderna,483720.0
Slovakia,2021-10-01,Moderna,485319.0
Slovakia,2021-10-08,Moderna,486701.0
Slovakia,2021-10-15,Moderna,488104.0
Slovakia,2021-10-22,Moderna,490008.0
Slovakia,2021-10-29,Moderna,493985.0
Slovakia,2021-11-05,Moderna,501554.0
Slovakia,2021-11-12,Moderna,511324.0
Slovakia,2021-11-19,Moderna,522049.0
Slovakia,2021-11-26,Moderna,533477.0
Slovakia,2021-12-03,Moderna,547453.0
Slovakia,2021-12-10,Moderna,565759.0
Slovakia,2021-12-17,Moderna,590980.0
Slovakia,2021-12-24,Moderna,602944.0
Slovakia,2021-12-31,Moderna,612967.0
Slovakia,2022-01-07,Moderna,631788.0
Slovakia,2022-01-14,Moderna,645323.0
Slovakia,2022-01-21,Moderna,657124.0
Slovakia,2022-01-28,Moderna,666748.0
Slovakia,2022-02-04,Moderna,670804.0
Slovakia,2022-02-11,Moderna,672954.0
Slovakia,2022-02-18,Moderna,673923.0
Slovakia,2022-02-25,Moderna,674787.0
Slovakia,2022-03-04,Moderna,675234.0
Slovakia,2022-03-11,Moderna,675668.0
Slovakia,2022-03-18,Moderna,676018.0
Slovakia,2022-03-25,Moderna,676326.0
Slovakia,2022-04-01,Moderna,676626.0
Slovakia,2022-04-08,Moderna,676922.0
Slovakia,2022-04-15,Moderna,677087.0
Slovakia,2022-04-22,Moderna,677214.0
Slovakia,2022-04-29,Moderna,677326.0
Slovakia,2022-05-06,Moderna,677429.0
Slovakia,2022-05-13,Moderna,677531.0
Slovakia,2022-05-20,Moderna,677605.0
Slovakia,2022-05-27,Moderna,677691.0
Slovakia,2022-06-03,Moderna,677744.0
Slovakia,2022-06-10,Moderna,677783.0
Slovakia,2022-06-17,Moderna,677822.0
Slovakia,2022-06-24,Moderna,677865.0
Slovakia,2022-07-01,Moderna,677904.0
Slovakia,2022-07-08,Moderna,677959.0
Slovakia,2022-07-15,Moderna,678012.0
Slovakia,2022-07-22,Moderna,678070.0
Slovakia,2022-07-29,Moderna,678114.0
Slovakia,2022-08-05,Moderna,678141.0
Slovakia,2022-08-12,Moderna,678174.0
Slovakia,2022-08-19,Moderna,678208.0
Slovakia,2022-08-26,Moderna,678228.0
Slovakia,2022-09-02,Moderna,678232.0
Slovakia,2022-09-23,Moderna,678505.0
Slovakia,2022-09-30,Moderna,679124.0
Slovakia,2022-10-07,Moderna,679609.0
Slovakia,2022-10-14,Moderna,680092.0
Slovakia,2022-10-21,Moderna,680472.0
Slovakia,2022-10-28,Moderna,680733.0
Slovakia,2022-11-04,Moderna,680913.0
Slovakia,2022-11-11,Moderna,681061.0
Slovakia,2022-11-18,Moderna,681219.0
Slovakia,2022-11-25,Moderna,681294.0
Slovakia,2022-12-02,Moderna,681349.0
Slovakia,2022-12-09,Moderna,681394.0
Slovakia,2022-12-16,Moderna,681447.0
Slovakia,2022-12-23,Moderna,681473.0
Slovakia,2022-12-30,Moderna,681480.0
Slovakia,2023-01-06,Moderna,681497.0
Slovakia,2023-01-13,Moderna,681505.0
Slovakia,2023-01-20,Moderna,681549.0
Slovakia,2023-01-27,Moderna,681565.0
Slovakia,2023-02-03,Moderna,681566.0
Slovakia,2023-02-10,Moderna,681568.0
Slovakia,2023-02-17,Moderna,681570.0
Slovakia,2023-02-24,Moderna,681572.0
Slovakia,2023-03-03,Moderna,681580.0
Slovakia,2023-03-10,Moderna,681582.0
Slovakia,2023-04-07,Moderna,681584.0
Slovakia,2023-04-14,Moderna,681585.0
Slovakia,2022-03-04,Novavax,0.0
Slovakia,2022-03-11,Novavax,65.0
Slovakia,2022-03-18,Novavax,309.0
Slovakia,2022-03-25,Novavax,725.0
Slovakia,2022-04-01,Novavax,1269.0
Slovakia,2022-04-08,Novavax,1787.0
Slovakia,2022-04-15,Novavax,1939.0
Slovakia,2022-04-22,Novavax,2242.0
Slovakia,2022-04-29,Novavax,2434.0
Slovakia,2022-05-06,Novavax,2592.0
Slovakia,2022-05-13,Novavax,2699.0
Slovakia,2022-05-20,Novavax,2757.0
Slovakia,2022-05-27,Novavax,2840.0
Slovakia,2022-06-03,Novavax,2895.0
Slovakia,2022-06-10,Novavax,2947.0
Slovakia,2022-06-17,Novavax,2995.0
Slovakia,2022-06-24,Novavax,3040.0
Slovakia,2022-07-01,Novavax,3081.0
Slovakia,2022-07-08,Novavax,3134.0
Slovakia,2022-07-15,Novavax,3209.0
Slovakia,2022-07-22,Novavax,3297.0
Slovakia,2022-07-29,Novavax,3373.0
Slovakia,2022-08-05,Novavax,3427.0
Slovakia,2022-08-12,Novavax,3480.0
Slovakia,2022-08-19,Novavax,3525.0
Slovakia,2022-08-26,Novavax,3564.0
Slovakia,2022-09-02,Novavax,3576.0
Slovakia,2022-09-09,Novavax,3611.0
Slovakia,2022-09-16,Novavax,3623.0
Slovakia,2022-09-23,Novavax,3647.0
Slovakia,2022-09-30,Novavax,3659.0
Slovakia,2022-10-07,Novavax,3671.0
Slovakia,2022-10-14,Novavax,3683.0
Slovakia,2022-10-21,Novavax,3697.0
Slovakia,2022-10-28,Novavax,3716.0
Slovakia,2022-11-04,Novavax,3720.0
Slovakia,2022-11-11,Novavax,3722.0
Slovakia,2022-11-18,Novavax,3728.0
Slovakia,2022-11-25,Novavax,3730.0
Slovakia,2022-12-02,Novavax,3733.0
Slovakia,2022-12-09,Novavax,3736.0
Slovakia,2022-12-16,Novavax,3738.0
Slovakia,2022-12-23,Novavax,3740.0
Slovakia,2021-01-15,Oxford/AstraZeneca,1.0
Slovakia,2021-01-29,Oxford/AstraZeneca,3.0
Slovakia,2021-02-05,Oxford/AstraZeneca,5.0
Slovakia,2021-02-12,Oxford/AstraZeneca,12825.0
Slovakia,2021-02-19,Oxford/AstraZeneca,27211.0
Slovakia,2021-02-26,Oxford/AstraZeneca,48103.0
Slovakia,2021-03-05,Oxford/AstraZeneca,89932.0
Slovakia,2021-03-12,Oxford/AstraZeneca,132903.0
Slovakia,2021-03-19,Oxford/AstraZeneca,179771.0
Slovakia,2021-03-26,Oxford/AstraZeneca,217463.0
Slovakia,2021-04-02,Oxford/AstraZeneca,246057.0
Slovakia,2021-04-09,Oxford/AstraZeneca,296745.0
Slovakia,2021-04-16,Oxford/AstraZeneca,349050.0
Slovakia,2021-04-23,Oxford/AstraZeneca,393892.0
Slovakia,2021-04-30,Oxford/AstraZeneca,429238.0
Slovakia,2021-05-07,Oxford/AstraZeneca,463934.0
Slovakia,2021-05-14,Oxford/AstraZeneca,503746.0
Slovakia,2021-05-21,Oxford/AstraZeneca,550353.0
Slovakia,2021-05-28,Oxford/AstraZeneca,590962.0
Slovakia,2021-06-04,Oxford/AstraZeneca,631844.0
Slovakia,2021-06-11,Oxford/AstraZeneca,663268.0
Slovakia,2021-06-18,Oxford/AstraZeneca,709442.0
Slovakia,2021-06-25,Oxford/AstraZeneca,757749.0
Slovakia,2021-07-02,Oxford/AstraZeneca,791565.0
Slovakia,2021-07-09,Oxford/AstraZeneca,820789.0
Slovakia,2021-07-16,Oxford/AstraZeneca,836046.0
Slovakia,2021-07-23,Oxford/AstraZeneca,841553.0
Slovakia,2021-07-30,Oxford/AstraZeneca,843020.0
Slovakia,2021-08-06,Oxford/AstraZeneca,843468.0
Slovakia,2021-08-13,Oxford/AstraZeneca,843850.0
Slovakia,2021-08-20,Oxford/AstraZeneca,843908.0
Slovakia,2021-08-27,Oxford/AstraZeneca,844029.0
Slovakia,2021-09-03,Oxford/AstraZeneca,844104.0
Slovakia,2021-09-17,Oxford/AstraZeneca,844126.0
Slovakia,2021-09-24,Oxford/AstraZeneca,844161.0
Slovakia,2021-10-01,Oxford/AstraZeneca,844258.0
Slovakia,2021-10-08,Oxford/AstraZeneca,844277.0
Slovakia,2021-10-15,Oxford/AstraZeneca,844279.0
Slovakia,2021-10-22,Oxford/AstraZeneca,844282.0
Slovakia,2021-11-05,Oxford/AstraZeneca,844283.0
Slovakia,2021-11-12,Oxford/AstraZeneca,844284.0
Slovakia,2021-12-17,Oxford/AstraZeneca,844285.0
Slovakia,2022-03-04,Oxford/AstraZeneca,844286.0
Slovakia,2022-03-11,Oxford/AstraZeneca,844287.0
Slovakia,2022-04-08,Oxford/AstraZeneca,844288.0
Slovakia,2022-04-22,Oxford/AstraZeneca,844289.0
Slovakia,2021-01-01,Pfizer/BioNTech,305.0
Slovakia,2021-01-08,Pfizer/BioNTech,30362.0
Slovakia,2021-01-15,Pfizer/BioNTech,63856.0
Slovakia,2021-01-22,Pfizer/BioNTech,101999.0
Slovakia,2021-01-29,Pfizer/BioNTech,149220.0
Slovakia,2021-02-05,Pfizer/BioNTech,216540.0
Slovakia,2021-02-12,Pfizer/BioNTech,281281.0
Slovakia,2021-02-19,Pfizer/BioNTech,327732.0
Slovakia,2021-02-26,Pfizer/BioNTech,379507.0
Slovakia,2021-03-05,Pfizer/BioNTech,433608.0
Slovakia,2021-03-12,Pfizer/BioNTech,491955.0
Slovakia,2021-03-19,Pfizer/BioNTech,565781.0
Slovakia,2021-03-26,Pfizer/BioNTech,645197.0
Slovakia,2021-04-02,Pfizer/BioNTech,711352.0
Slovakia,2021-04-09,Pfizer/BioNTech,784270.0
Slovakia,2021-04-16,Pfizer/BioNTech,868469.0
Slovakia,2021-04-23,Pfizer/BioNTech,953886.0
Slovakia,2021-04-30,Pfizer/BioNTech,1065236.0
Slovakia,2021-05-07,Pfizer/BioNTech,1202465.0
Slovakia,2021-05-14,Pfizer/BioNTech,1367886.0
Slovakia,2021-05-21,Pfizer/BioNTech,1536897.0
Slovakia,2021-05-28,Pfizer/BioNTech,1716852.0
Slovakia,2021-06-04,Pfizer/BioNTech,1888623.0
Slovakia,2021-06-11,Pfizer/BioNTech,2067060.0
Slovakia,2021-06-18,Pfizer/BioNTech,2236891.0
Slovakia,2021-06-25,Pfizer/BioNTech,2397293.0
Slovakia,2021-07-02,Pfizer/BioNTech,2541536.0
Slovakia,2021-07-09,Pfizer/BioNTech,2649060.0
Slovakia,2021-07-16,Pfizer/BioNTech,2735414.0
Slovakia,2021-07-23,Pfizer/BioNTech,2794391.0
Slovakia,2021-07-30,Pfizer/BioNTech,2856080.0
Slovakia,2021-08-06,Pfizer/BioNTech,2919633.0
Slovakia,2021-08-13,Pfizer/BioNTech,2973485.0
Slovakia,2021-08-20,Pfizer/BioNTech,3013653.0
Slovakia,2021-08-27,Pfizer/BioNTech,3048459.0
Slovakia,2021-09-03,Pfizer/BioNTech,3076089.0
Slovakia,2021-09-10,Pfizer/BioNTech,3103666.0
Slovakia,2021-09-17,Pfizer/BioNTech,3127904.0
Slovakia,2021-09-24,Pfizer/BioNTech,3153534.0
Slovakia,2021-10-01,Pfizer/BioNTech,3173370.0
Slovakia,2021-10-08,Pfizer/BioNTech,3191083.0
Slovakia,2021-10-15,Pfizer/BioNTech,3207798.0
Slovakia,2021-10-22,Pfizer/BioNTech,3243400.0
Slovakia,2021-10-29,Pfizer/BioNTech,3296645.0
Slovakia,2021-11-05,Pfizer/BioNTech,3377517.0
Slovakia,2021-11-12,Pfizer/BioNTech,3489578.0
Slovakia,2021-11-19,Pfizer/BioNTech,3606350.0
Slovakia,2021-11-26,Pfizer/BioNTech,3743360.0
Slovakia,2021-12-03,Pfizer/BioNTech,3873039.0
Slovakia,2021-12-10,Pfizer/BioNTech,4033662.0
Slovakia,2021-12-17,Pfizer/BioNTech,4242224.0
Slovakia,2021-12-24,Pfizer/BioNTech,4362988.0
Slovakia,2021-12-31,Pfizer/BioNTech,4498959.0
Slovakia,2022-01-07,Pfizer/BioNTech,4656247.0
Slovakia,2022-01-14,Pfizer/BioNTech,4803665.0
Slovakia,2022-01-21,Pfizer/BioNTech,4913421.0
Slovakia,2022-01-28,Pfizer/BioNTech,4989855.0
Slovakia,2022-02-04,Pfizer/BioNTech,5027712.0
Slovakia,2022-02-11,Pfizer/BioNTech,5051516.0
Slovakia,2022-02-18,Pfizer/BioNTech,5066277.0
Slovakia,2022-02-25,Pfizer/BioNTech,5076085.0
Slovakia,2022-03-04,Pfizer/BioNTech,5081679.0
Slovakia,2022-03-11,Pfizer/BioNTech,5086356.0
Slovakia,2022-03-18,Pfizer/BioNTech,5090555.0
Slovakia,2022-03-25,Pfizer/BioNTech,5094457.0
Slovakia,2022-04-01,Pfizer/BioNTech,5097897.0
Slovakia,2022-04-08,Pfizer/BioNTech,5100594.0
Slovakia,2022-04-15,Pfizer/BioNTech,5102324.0
Slovakia,2022-04-22,Pfizer/BioNTech,5103962.0
Slovakia,2022-04-29,Pfizer/BioNTech,5105506.0
Slovakia,2022-05-06,Pfizer/BioNTech,5106880.0
Slovakia,2022-05-13,Pfizer/BioNTech,5108051.0
Slovakia,2022-05-20,Pfizer/BioNTech,5109075.0
Slovakia,2022-05-27,Pfizer/BioNTech,5110005.0
Slovakia,2022-06-03,Pfizer/BioNTech,5110739.0
Slovakia,2022-06-10,Pfizer/BioNTech,5111336.0
Slovakia,2022-06-17,Pfizer/BioNTech,5111902.0
Slovakia,2022-06-24,Pfizer/BioNTech,5112586.0
Slovakia,2022-07-01,Pfizer/BioNTech,5113279.0
Slovakia,2022-07-08,Pfizer/BioNTech,5113760.0
Slovakia,2022-07-15,Pfizer/BioNTech,5114619.0
Slovakia,2022-07-22,Pfizer/BioNTech,5116256.0
Slovakia,2022-07-29,Pfizer/BioNTech,5120323.0
Slovakia,2022-08-05,Pfizer/BioNTech,5124411.0
Slovakia,2022-08-12,Pfizer/BioNTech,5128523.0
Slovakia,2022-08-19,Pfizer/BioNTech,5131582.0
Slovakia,2022-08-26,Pfizer/BioNTech,5134103.0
Slovakia,2022-09-02,Pfizer/BioNTech,5135009.0
Slovakia,2022-09-09,Pfizer/BioNTech,5137127.0
Slovakia,2022-09-16,Pfizer/BioNTech,5138195.0
Slovakia,2022-09-23,Pfizer/BioNTech,5140778.0
Slovakia,2022-09-30,Pfizer/BioNTech,5146587.0
Slovakia,2022-10-07,Pfizer/BioNTech,5152743.0
Slovakia,2022-10-14,Pfizer/BioNTech,5158442.0
Slovakia,2022-10-21,Pfizer/BioNTech,5163871.0
Slovakia,2022-10-28,Pfizer/BioNTech,5169168.0
Slovakia,2022-11-04,Pfizer/BioNTech,5172983.0
Slovakia,2022-11-11,Pfizer/BioNTech,5177339.0
Slovakia,2022-11-18,Pfizer/BioNTech,5180269.0
Slovakia,2022-11-25,Pfizer/BioNTech,5183486.0
Slovakia,2022-12-02,Pfizer/BioNTech,5185958.0
Slovakia,2022-12-09,Pfizer/BioNTech,5187826.0
Slovakia,2022-12-16,Pfizer/BioNTech,5189263.0
Slovakia,2022-12-23,Pfizer/BioNTech,5190145.0
Slovakia,2022-12-30,Pfizer/BioNTech,5190514.0
Slovakia,2023-01-06,Pfizer/BioNTech,5191174.0
Slovakia,2023-01-13,Pfizer/BioNTech,5192200.0
Slovakia,2023-01-20,Pfizer/BioNTech,5192973.0
Slovakia,2023-01-27,Pfizer/BioNTech,5193487.0
Slovakia,2023-02-03,Pfizer/BioNTech,5193850.0
Slovakia,2023-02-10,Pfizer/BioNTech,5194250.0
Slovakia,2023-02-17,Pfizer/BioNTech,5194473.0
Slovakia,2023-02-24,Pfizer/BioNTech,5194668.0
Slovakia,2023-03-03,Pfizer/BioNTech,5194839.0
Slovakia,2023-03-10,Pfizer/BioNTech,5194987.0
Slovakia,2023-03-17,Pfizer/BioNTech,5195124.0
Slovakia,2023-03-24,Pfizer/BioNTech,5195220.0
Slovakia,2023-03-31,Pfizer/BioNTech,5195311.0
Slovakia,2023-04-07,Pfizer/BioNTech,5195364.0
Slovakia,2023-04-14,Pfizer/BioNTech,5195445.0
Slovakia,2023-04-21,Pfizer/BioNTech,5195496.0
Slovakia,2023-04-28,Pfizer/BioNTech,5195537.0
Slovakia,2023-05-05,Pfizer/BioNTech,5195563.0
Slovakia,2023-05-12,Pfizer/BioNTech,5195588.0
Slovakia,2023-05-19,Pfizer/BioNTech,5195620.0
Slovakia,2023-05-26,Pfizer/BioNTech,5195633.0
Slovakia,2023-06-02,Pfizer/BioNTech,5195648.0
Slovakia,2023-06-16,Pfizer/BioNTech,5195649.0
Slovakia,2021-01-22,Sputnik V,2.0
Slovakia,2021-01-29,Sputnik V,4.0
Slovakia,2021-02-05,Sputnik V,5.0
