location,date,age_group_min,age_group_max,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,people_with_booster_per_hundred
Canada,2021-07-24,80,,91.93,86.57,0.0
Canada,2021-07-31,0,4.0,0.01,0.0,0.0
Canada,2021-07-31,12,17.0,74.36,47.66,0.0
Canada,2021-07-31,18,29.0,72.15,52.68,0.0
Canada,2021-07-31,30,39.0,73.48,58.39,0.0
Canada,2021-07-31,40,49.0,79.25,66.78,0.0
Canada,2021-07-31,5,11.0,0.38,0.15,0.0
Canada,2021-07-31,50,59.0,84.7,74.55,0.0
Canada,2021-07-31,60,69.0,88.93,81.84,0.0
Canada,2021-07-31,70,79.0,91.14,86.57,0.0
Canada,2021-07-31,80,,92.19,87.61,0.0
Canada,2021-08-07,0,4.0,0.01,0.0,0.0
Canada,2021-08-07,12,17.0,75.64,53.94,0.0
Canada,2021-08-07,18,29.0,73.0,56.36,0.0
Canada,2021-08-07,30,39.0,74.19,61.41,0.0
Canada,2021-08-07,40,49.0,79.82,69.4,0.0
Canada,2021-08-07,5,11.0,0.38,0.2,0.0
Canada,2021-08-07,50,59.0,85.12,76.72,0.0
Canada,2021-08-07,60,69.0,89.22,83.43,0.0
Canada,2021-08-07,70,79.0,91.39,87.62,0.0
Canada,2021-08-07,80,,92.45,88.24,0.0
Canada,2021-08-14,0,4.0,0.01,0.0,0.0
Canada,2021-08-14,12,17.0,76.89,59.49,0.0
Canada,2021-08-14,18,29.0,73.9,59.49,0.0
Canada,2021-08-14,30,39.0,74.94,63.97,0.0
Canada,2021-08-14,40,49.0,80.39,71.61,0.0
Canada,2021-08-14,5,11.0,0.37,0.25,0.0
Canada,2021-08-14,50,59.0,85.54,78.53,0.0
Canada,2021-08-14,60,69.0,89.5,84.74,0.0
Canada,2021-08-14,70,79.0,91.6,88.36,0.0
Canada,2021-08-14,80,,92.66,88.78,0.0
Canada,2021-08-21,0,4.0,0.01,0.0,0.0
Canada,2021-08-21,12,17.0,78.2,64.65,0.0
Canada,2021-08-21,18,29.0,74.86,62.07,0.0
Canada,2021-08-21,30,39.0,75.71,66.03,0.0
Canada,2021-08-21,40,49.0,80.98,73.38,0.0
Canada,2021-08-21,5,11.0,0.37,0.26,0.0
Canada,2021-08-21,50,59.0,85.93,79.94,0.0
Canada,2021-08-21,60,69.0,89.75,85.76,0.0
Canada,2021-08-21,70,79.0,91.79,88.95,0.0
Canada,2021-08-21,80,,92.85,89.24,0.0
Canada,2021-08-28,0,4.0,0.01,0.0,0.0
Canada,2021-08-28,12,17.0,79.62,68.16,0.0
Canada,2021-08-28,18,29.0,76.02,64.23,0.0
Canada,2021-08-28,30,39.0,76.6,67.75,0.0
Canada,2021-08-28,40,49.0,81.67,74.87,0.0
Canada,2021-08-28,5,11.0,0.4,0.27,0.0
Canada,2021-08-28,50,59.0,86.38,81.13,0.0
Canada,2021-08-28,60,69.0,90.04,86.55,0.0
Canada,2021-08-28,70,79.0,91.99,89.47,0.0
Canada,2021-08-28,80,,93.02,89.68,0.0
Canada,2021-09-04,0,4.0,0.01,0.0,0.0
Canada,2021-09-04,12,17.0,80.96,70.44,0.0
Canada,2021-09-04,18,29.0,77.36,66.17,0.0
Canada,2021-09-04,30,39.0,77.56,69.18,0.0
Canada,2021-09-04,40,49.0,82.37,76.03,0.0
Canada,2021-09-04,5,11.0,0.43,0.27,0.0
Canada,2021-09-04,50,59.0,86.82,81.99,0.0
Canada,2021-09-04,60,69.0,90.33,87.12,0.0
Canada,2021-09-04,70,79.0,92.24,89.89,0.0
Canada,2021-09-04,80,,93.32,90.12,0.0
Canada,2021-09-11,0,4.0,0.01,0.0,0.0
Canada,2021-09-11,12,17.0,82.23,72.15,0.0
Canada,2021-09-11,18,29.0,78.74,67.92,0.0
Canada,2021-09-11,30,39.0,78.57,70.49,0.0
Canada,2021-09-11,40,49.0,83.11,77.06,0.0
Canada,2021-09-11,5,11.0,0.43,0.27,0.0
Canada,2021-09-11,50,59.0,87.3,82.73,0.0
Canada,2021-09-11,60,69.0,90.62,87.58,0.0
Canada,2021-09-11,70,79.0,92.43,90.2,0.0
Canada,2021-09-11,80,,93.46,90.4,0.0
Canada,2021-09-18,0,4.0,0.01,0.0,0.0
Canada,2021-09-18,12,17.0,83.71,73.87,0.0
Canada,2021-09-18,18,29.0,80.35,69.76,0.0
Canada,2021-09-18,30,39.0,79.89,71.93,0.0
Canada,2021-09-18,40,49.0,84.09,78.17,0.0
Canada,2021-09-18,5,11.0,0.42,0.26,0.0
Canada,2021-09-18,50,59.0,87.93,83.53,0.0
Canada,2021-09-18,60,69.0,91.01,88.1,0.0
Canada,2021-09-18,70,79.0,92.67,90.54,0.0
Canada,2021-09-18,80,,93.68,90.7,0.0
Canada,2021-09-25,0,4.0,0.01,0.0,0.0
Canada,2021-09-25,12,17.0,85.02,75.59,0.0
Canada,2021-09-25,18,29.0,81.83,71.69,0.0
Canada,2021-09-25,30,39.0,81.05,73.34,0.0
Canada,2021-09-25,40,49.0,84.93,79.23,0.0
Canada,2021-09-25,5,11.0,0.41,0.27,0.0
Canada,2021-09-25,50,59.0,88.47,84.27,0.0
Canada,2021-09-25,60,69.0,91.35,88.56,0.0
Canada,2021-09-25,70,79.0,92.88,90.85,0.0
Canada,2021-09-25,80,,93.78,90.93,0.0
Canada,2021-10-02,0,4.0,0.01,0.0,0.0
Canada,2021-10-02,12,17.0,86.05,77.2,0.0
Canada,2021-10-02,18,29.0,82.93,73.44,0.0
Canada,2021-10-02,30,39.0,81.99,74.65,0.0
Canada,2021-10-02,40,49.0,85.61,80.22,0.0
Canada,2021-10-02,5,11.0,0.39,0.28,0.0
Canada,2021-10-02,50,59.0,88.92,84.95,0.0
Canada,2021-10-02,60,69.0,91.64,88.99,0.0
Canada,2021-10-02,70,79.0,93.1,91.18,0.0
Canada,2021-10-02,80,,93.98,91.24,0.0
Canada,2021-10-09,0,4.0,0.01,0.0,0.0
Canada,2021-10-09,12,17.0,86.97,78.69,0.0
Canada,2021-10-09,18,29.0,83.94,75.05,0.0
Canada,2021-10-09,30,39.0,82.86,75.89,0.0
Canada,2021-10-09,40,49.0,86.26,81.15,0.0
Canada,2021-10-09,5,11.0,0.37,0.27,0.0
Canada,2021-10-09,50,59.0,89.36,85.6,0.0
Canada,2021-10-09,60,69.0,91.93,89.4,0.0
Canada,2021-10-09,70,79.0,93.3,91.47,0.0
Canada,2021-10-09,80,,94.16,91.51,0.0
Canada,2021-10-16,0,4.0,0.01,0.0,0.0
Canada,2021-10-16,12,17.0,87.69,80.04,0.0
Canada,2021-10-16,18,29.0,84.7,76.5,0.0
Canada,2021-10-16,30,39.0,83.55,77.08,0.0
Canada,2021-10-16,40,49.0,86.76,82.04,0.0
Canada,2021-10-16,5,11.0,0.36,0.27,0.0
Canada,2021-10-16,50,59.0,89.71,86.18,0.0
Canada,2021-10-16,60,69.0,92.15,89.76,0.0
Canada,2021-10-16,70,79.0,93.46,91.7,0.0
Canada,2021-10-16,80,,94.34,91.76,0.0
Canada,2021-10-23,0,4.0,0.01,0.0,0.0
Canada,2021-10-23,12,17.0,88.34,81.46,0.0
Canada,2021-10-23,18,29.0,85.42,78.0,0.0
Canada,2021-10-23,30,39.0,84.19,78.33,0.0
Canada,2021-10-23,40,49.0,87.24,82.95,0.0
Canada,2021-10-23,5,11.0,0.33,0.25,0.0
Canada,2021-10-23,50,59.0,90.04,86.8,0.0
Canada,2021-10-23,60,69.0,92.37,90.15,0.0
Canada,2021-10-23,70,79.0,93.64,91.98,0.0
Canada,2021-10-23,80,,94.52,92.04,0.0
Canada,2021-10-30,0,4.0,0.01,0.0,0.0
Canada,2021-10-30,12,17.0,88.79,82.53,0.0
Canada,2021-10-30,18,29.0,85.96,79.27,0.0
Canada,2021-10-30,30,39.0,84.68,79.37,0.0
Canada,2021-10-30,40,49.0,87.59,83.72,0.0
Canada,2021-10-30,5,11.0,0.3,0.24,0.0
Canada,2021-10-30,50,59.0,90.28,87.31,0.0
Canada,2021-10-30,60,69.0,92.54,90.47,0.0
Canada,2021-10-30,70,79.0,93.76,92.2,0.0
Canada,2021-10-30,80,,94.59,92.22,0.0
Canada,2021-11-06,0,4.0,0.01,0.0,0.0
Canada,2021-11-06,12,17.0,89.2,83.42,0.0
Canada,2021-11-06,18,29.0,86.42,80.24,0.0
Canada,2021-11-06,30,39.0,85.1,80.21,0.0
Canada,2021-11-06,40,49.0,87.89,84.32,0.0
Canada,2021-11-06,5,11.0,0.28,0.23,0.0
Canada,2021-11-06,50,59.0,90.47,87.72,0.0
Canada,2021-11-06,60,69.0,92.66,90.73,0.0
Canada,2021-11-06,70,79.0,93.86,92.38,0.0
Canada,2021-11-06,80,,94.67,92.37,0.0
Canada,2021-11-13,0,4.0,0.01,0.0,0.0
Canada,2021-11-13,12,17.0,89.58,84.22,0.0
Canada,2021-11-13,18,29.0,86.83,81.08,0.0
Canada,2021-11-13,30,39.0,85.47,80.97,0.0
Canada,2021-11-13,40,49.0,88.15,84.86,0.0
Canada,2021-11-13,5,11.0,0.25,0.21,0.0
Canada,2021-11-13,50,59.0,90.64,88.09,0.0
Canada,2021-11-13,60,69.0,92.79,90.97,0.0
Canada,2021-11-13,70,79.0,93.98,92.56,0.0
Canada,2021-11-13,80,,94.82,92.58,0.0
Canada,2021-11-20,0,4.0,0.01,0.0,0.0
Canada,2021-11-20,12,17.0,89.94,84.92,0.0
Canada,2021-11-20,18,29.0,87.27,81.91,0.0
Canada,2021-11-20,30,39.0,85.86,81.71,0.0
Canada,2021-11-20,40,49.0,88.42,85.39,0.0
Canada,2021-11-20,5,11.0,0.22,0.19,0.0
Canada,2021-11-20,50,59.0,90.82,88.46,0.0
Canada,2021-11-20,60,69.0,92.93,91.22,0.0
Canada,2021-11-20,70,79.0,94.12,92.75,0.0
Canada,2021-11-20,80,,94.98,92.78,0.0
Canada,2021-11-27,0,4.0,0.01,0.0,0.0
Canada,2021-11-27,12,17.0,90.29,85.51,0.0
Canada,2021-11-27,18,29.0,87.63,82.57,0.0
Canada,2021-11-27,30,39.0,86.18,82.29,0.0
Canada,2021-11-27,40,49.0,88.65,85.81,0.0
Canada,2021-11-27,5,11.0,5.98,1.34,0.0
Canada,2021-11-27,50,59.0,90.96,88.74,0.0
Canada,2021-11-27,60,69.0,93.05,91.42,0.0
Canada,2021-11-27,70,79.0,94.23,92.91,0.0
Canada,2021-11-27,80,,95.13,92.98,0.0
Canada,2021-12-04,0,4.0,0.01,0.0,0.0
Canada,2021-12-04,12,17.0,88.78,84.14,0.0
Canada,2021-12-04,18,29.0,87.49,82.68,0.0
Canada,2021-12-04,30,39.0,86.49,82.8,0.0
Canada,2021-12-04,40,49.0,88.76,86.07,0.0
Canada,2021-12-04,5,11.0,20.92,1.04,0.0
Canada,2021-12-04,50,59.0,90.61,88.51,0.0
Canada,2021-12-04,60,69.0,93.68,92.14,0.0
Canada,2021-12-04,70,79.0,95.26,94.07,0.0
Canada,2021-12-04,80,,96.92,95.24,0.0
Canada,2021-12-11,0,4.0,0.01,0.0,0.0
Canada,2021-12-11,12,17.0,89.07,84.5,0.1
Canada,2021-12-11,18,29.0,87.75,83.11,1.25
Canada,2021-12-11,30,39.0,86.73,83.17,2.17
Canada,2021-12-11,40,49.0,88.91,86.3,3.45
Canada,2021-12-11,5,11.0,32.76,1.13,0.0
Canada,2021-12-11,50,59.0,90.67,88.62,4.76
Canada,2021-12-11,60,69.0,93.76,92.24,8.11
Canada,2021-12-11,70,79.0,95.47,94.3,17.59
Canada,2021-12-11,80,,97.06,95.39,25.21
Canada,2021-12-18,0,4.0,0.01,0.0,0.0
Canada,2021-12-18,12,17.0,89.34,84.8,0.14
Canada,2021-12-18,18,29.0,88.0,83.52,1.86
Canada,2021-12-18,30,39.0,86.96,83.51,3.11
Canada,2021-12-18,40,49.0,89.05,86.53,4.77
Canada,2021-12-18,5,11.0,40.9,1.29,0.0
Canada,2021-12-18,50,59.0,90.76,88.77,9.47
Canada,2021-12-18,60,69.0,93.91,92.4,15.23
Canada,2021-12-18,70,79.0,95.71,94.54,24.81
Canada,2021-12-18,80,,97.29,95.63,30.7
Canada,2021-12-25,0,4.0,0.01,0.0,0.0
Canada,2021-12-25,12,17.0,89.44,84.84,0.25
Canada,2021-12-25,18,29.0,88.34,83.94,5.19
Canada,2021-12-25,30,39.0,87.21,83.77,7.24
Canada,2021-12-25,40,49.0,89.23,86.7,9.52
Canada,2021-12-25,5,11.0,44.97,1.56,0.0
Canada,2021-12-25,50,59.0,90.88,88.84,16.25
Canada,2021-12-25,60,69.0,94.14,92.53,24.15
Canada,2021-12-25,70,79.0,95.98,94.67,39.67
Canada,2021-12-25,80,,97.61,95.83,45.05
Canada,2022-01-01,0,4.0,0.01,0.0,0.0
Canada,2022-01-01,12,17.0,89.52,84.92,0.35
Canada,2022-01-01,18,29.0,88.51,84.12,8.12
Canada,2022-01-01,30,39.0,87.37,83.93,10.51
Canada,2022-01-01,40,49.0,89.35,86.83,13.37
Canada,2022-01-01,5,11.0,47.2,2.04,0.0
Canada,2022-01-01,50,59.0,90.96,88.93,20.68
Canada,2022-01-01,60,69.0,94.27,92.64,29.43
Canada,2022-01-01,70,79.0,96.12,94.79,43.17
Canada,2022-01-01,80,,97.76,95.97,47.74
Canada,2022-01-08,0,4.0,0.01,0.0,0.0
Canada,2022-01-08,12,17.0,89.65,84.98,0.53
Canada,2022-01-08,18,29.0,88.81,84.43,12.21
Canada,2022-01-08,30,39.0,87.63,84.21,15.36
Canada,2022-01-08,40,49.0,89.53,87.04,19.11
Canada,2022-01-08,5,11.0,50.02,3.26,0.0
Canada,2022-01-08,50,59.0,91.04,89.02,26.74
Canada,2022-01-08,60,69.0,94.43,92.79,36.18
Canada,2022-01-08,70,79.0,96.33,95.0,47.27
Canada,2022-01-08,80,,97.99,96.22,50.85
Canada,2022-01-15,0,4.0,0.01,0.0,0.0
Canada,2022-01-15,12,17.0,89.84,85.08,0.69
Canada,2022-01-15,18,29.0,89.21,84.8,16.06
Canada,2022-01-15,30,39.0,87.97,84.53,20.03
Canada,2022-01-15,40,49.0,89.78,87.28,24.65
Canada,2022-01-15,5,11.0,52.84,5.18,0.0
Canada,2022-01-15,50,59.0,91.22,89.2,32.71
Canada,2022-01-15,60,69.0,94.66,93.0,42.12
Canada,2022-01-15,70,79.0,96.54,95.2,50.74
Canada,2022-01-15,80,,98.24,96.46,53.63
Canada,2022-01-22,0,4.0,0.01,0.0,0.0
Canada,2022-01-22,12,17.0,89.9,85.09,0.99
Canada,2022-01-22,18,29.0,89.62,85.19,22.86
Canada,2022-01-22,30,39.0,88.29,84.84,29.36
Canada,2022-01-22,40,49.0,90.0,87.51,37.49
Canada,2022-01-22,5,11.0,54.99,8.89,0.0
Canada,2022-01-22,50,59.0,91.36,89.34,48.67
Canada,2022-01-22,60,69.0,94.88,93.2,64.02
Canada,2022-01-22,70,79.0,96.75,95.39,75.11
Canada,2022-01-22,80,,98.51,96.74,77.89
Canada,2022-01-30,0,4.0,0.01,0.0,0.0
Canada,2022-01-30,12,17.0,90.05,85.39,1.13
Canada,2022-01-30,18,29.0,89.98,85.59,27.03
Canada,2022-01-30,30,39.0,88.57,85.16,33.9
Canada,2022-01-30,40,49.0,90.18,87.73,42.54
Canada,2022-01-30,5,11.0,56.52,16.77,0.0
Canada,2022-01-30,50,59.0,91.46,89.45,53.41
Canada,2022-01-30,60,69.0,95.01,93.34,68.03
Canada,2022-01-30,70,79.0,96.86,95.51,77.61
Canada,2022-01-30,80,,98.47,96.71,79.91
Canada,2022-02-06,0,4.0,0.01,0.0,0.0
Canada,2022-02-06,12,17.0,90.19,85.69,1.86
Canada,2022-02-06,18,29.0,90.27,85.99,29.6
Canada,2022-02-06,30,39.0,88.78,85.44,36.59
Canada,2022-02-06,40,49.0,90.32,87.92,45.34
Canada,2022-02-06,5,11.0,57.44,23.51,0.0
Canada,2022-02-06,50,59.0,91.52,89.55,56.06
Canada,2022-02-06,60,69.0,95.09,93.44,70.16
Canada,2022-02-06,70,79.0,96.91,95.58,78.98
Canada,2022-02-06,80,,98.37,96.63,81.09
Canada,2022-02-13,0,4.0,0.01,0.0,0.0
Canada,2022-02-13,12,17.0,90.24,85.91,3.76
Canada,2022-02-13,18,29.0,90.51,86.35,31.74
Canada,2022-02-13,30,39.0,88.94,85.69,38.84
Canada,2022-02-13,40,49.0,90.41,88.07,47.83
Canada,2022-02-13,5,11.0,58.02,28.87,0.0
Canada,2022-02-13,50,59.0,91.55,89.62,58.67
Canada,2022-02-13,60,69.0,95.18,93.55,72.71
Canada,2022-02-13,70,79.0,97.11,95.79,81.38
Canada,2022-02-13,80,,98.67,96.95,83.14
Canada,2022-02-20,0,4.0,0.01,0.0,0.0
Canada,2022-02-20,12,17.0,90.51,86.32,7.2
Canada,2022-02-20,18,29.0,90.8,86.72,32.95
Canada,2022-02-20,30,39.0,89.1,85.91,40.04
Canada,2022-02-20,40,49.0,90.54,88.24,49.02
Canada,2022-02-20,5,11.0,58.44,32.99,0.0
Canada,2022-02-20,50,59.0,91.65,89.76,59.76
Canada,2022-02-20,60,69.0,95.23,93.62,73.56
Canada,2022-02-20,70,79.0,97.08,95.77,81.87
Canada,2022-02-20,80,,98.53,96.82,83.51
Canada,2022-02-27,0,4.0,0.01,0.0,0.0
Canada,2022-02-27,12,17.0,90.54,86.44,10.02
Canada,2022-02-27,18,29.0,90.9,86.89,33.63
Canada,2022-02-27,30,39.0,89.17,86.05,40.69
Canada,2022-02-27,40,49.0,90.58,88.32,49.68
Canada,2022-02-27,5,11.0,58.63,35.44,0.0
Canada,2022-02-27,50,59.0,91.66,89.8,60.36
Canada,2022-02-27,60,69.0,95.28,93.7,74.11
Canada,2022-02-27,70,79.0,97.17,95.88,82.29
Canada,2022-02-27,80,,98.66,96.97,83.95
Canada,2022-03-06,0,4.0,0.01,0.0,0.0
Canada,2022-03-06,12,17.0,90.55,86.52,11.59
Canada,2022-03-06,18,29.0,90.97,87.02,34.04
Canada,2022-03-06,30,39.0,89.25,86.17,41.11
Canada,2022-03-06,40,49.0,90.62,88.4,50.09
Canada,2022-03-06,5,11.0,58.72,36.92,0.0
Canada,2022-03-06,50,59.0,91.67,89.83,60.72
Canada,2022-03-06,60,69.0,95.32,93.76,74.46
Canada,2022-03-06,70,79.0,97.26,95.98,82.58
Canada,2022-03-06,80,,98.78,97.1,84.3
Canada,2022-03-13,0,4.0,0.01,0.0,0.0
Canada,2022-03-13,12,17.0,90.55,86.59,12.65
Canada,2022-03-13,18,29.0,91.02,87.13,34.36
Canada,2022-03-13,30,39.0,89.3,86.27,41.43
Canada,2022-03-13,40,49.0,90.66,88.47,50.41
Canada,2022-03-13,5,11.0,58.77,38.34,0.01
Canada,2022-03-13,50,59.0,91.67,89.85,60.99
Canada,2022-03-13,60,69.0,95.38,93.82,74.74
Canada,2022-03-13,70,79.0,97.34,96.08,82.82
Canada,2022-03-13,80,,98.93,97.27,84.61
Canada,2022-03-20,0,4.0,0.01,0.0,0.0
Canada,2022-03-20,12,17.0,90.57,86.68,14.01
Canada,2022-03-20,18,29.0,91.04,87.18,34.64
Canada,2022-03-20,30,39.0,89.35,86.35,41.74
Canada,2022-03-20,40,49.0,90.69,88.52,50.73
Canada,2022-03-20,5,11.0,58.8,39.74,0.01
Canada,2022-03-20,50,59.0,91.65,89.86,61.25
Canada,2022-03-20,60,69.0,95.4,93.87,75.0
Canada,2022-03-20,70,79.0,97.38,96.13,83.05
Canada,2022-03-20,80,,98.82,97.18,84.77
Canada,2022-03-27,0,4.0,0.01,0.0,0.0
Canada,2022-03-27,12,17.0,90.57,86.72,14.84
Canada,2022-03-27,18,29.0,91.07,87.23,34.87
Canada,2022-03-27,30,39.0,89.4,86.42,42.02
Canada,2022-03-27,40,49.0,90.73,88.58,51.01
Canada,2022-03-27,5,11.0,58.8,40.81,0.02
Canada,2022-03-27,50,59.0,91.64,89.88,61.49
Canada,2022-03-27,60,69.0,95.45,93.94,75.25
Canada,2022-03-27,70,79.0,97.44,96.2,83.28
Canada,2022-03-27,80,,98.85,97.23,85.0
Canada,2022-04-03,0,4.0,0.01,0.0,0.0
Canada,2022-04-03,12,17.0,90.37,86.54,15.4
Canada,2022-04-03,18,29.0,91.04,87.22,35.06
Canada,2022-04-03,30,39.0,89.45,86.48,42.27
Canada,2022-04-03,40,49.0,90.74,88.61,51.26
Canada,2022-04-03,5,11.0,58.71,41.5,0.02
Canada,2022-04-03,50,59.0,91.56,89.81,61.64
Canada,2022-04-03,60,69.0,95.55,94.05,75.54
Canada,2022-04-03,70,79.0,97.69,96.46,83.67
Canada,2022-04-03,80,,99.36,97.74,85.62
Canada,2022-04-10,0,4.0,0.01,0.0,0.0
Canada,2022-04-10,12,17.0,90.36,86.54,15.97
Canada,2022-04-10,18,29.0,91.04,87.23,35.26
Canada,2022-04-10,30,39.0,89.49,86.54,42.51
Canada,2022-04-10,40,49.0,90.77,88.64,51.52
Canada,2022-04-10,5,11.0,58.71,42.06,0.02
Canada,2022-04-10,50,59.0,91.55,89.81,61.87
Canada,2022-04-10,60,69.0,95.6,94.1,75.81
Canada,2022-04-10,70,79.0,97.79,96.56,84.0
Canada,2022-04-10,80,,99.5,97.88,86.0
Canada,2022-04-24,0,4.0,0.01,0.0,0.0
Canada,2022-04-24,12,17.0,90.34,86.5,16.96
Canada,2022-04-24,18,29.0,91.05,87.26,35.59
Canada,2022-04-24,30,39.0,89.59,86.63,42.91
Canada,2022-04-24,40,49.0,90.84,88.71,51.92
Canada,2022-04-24,5,11.0,58.66,42.79,0.03
Canada,2022-04-24,50,59.0,91.54,89.79,62.24
Canada,2022-04-24,60,69.0,95.68,94.19,76.38
Canada,2022-04-24,70,79.0,97.92,96.7,84.85
Canada,2022-04-24,80,,99.71,98.13,86.97
Canada,2022-05-08,0,4.0,0.01,0.0,0.0
Canada,2022-05-08,12,17.0,90.16,86.31,17.56
Canada,2022-05-08,18,29.0,91.04,87.26,35.89
Canada,2022-05-08,30,39.0,89.69,86.73,43.24
Canada,2022-05-08,40,49.0,90.94,88.8,52.26
Canada,2022-05-08,5,11.0,58.37,43.11,0.03
Canada,2022-05-08,50,59.0,91.51,89.76,62.51
Canada,2022-05-08,60,69.0,95.8,94.3,76.88
Canada,2022-05-08,70,79.0,98.13,96.9,85.6
Canada,2022-05-08,80,,99.9,98.33,87.82
Canada,2022-05-22,0,4.0,0.01,0.0,0.0
Canada,2022-05-22,12,17.0,90.14,86.25,17.96
Canada,2022-05-22,18,29.0,91.04,87.23,36.09
Canada,2022-05-22,30,39.0,89.78,86.8,43.47
Canada,2022-05-22,40,49.0,91.01,88.86,52.49
Canada,2022-05-22,5,11.0,58.22,43.37,0.04
Canada,2022-05-22,50,59.0,91.49,89.74,62.69
Canada,2022-05-22,60,69.0,95.88,94.37,77.21
Canada,2022-05-22,70,79.0,98.38,97.15,86.16
Canada,2022-05-22,80,,100.3,98.73,88.58
Canada,2022-06-19,0,4.0,0.01,0.0,0.0
Canada,2022-06-19,12,17.0,90.08,86.19,18.54
Canada,2022-06-19,18,29.0,91.02,87.24,36.36
Canada,2022-06-19,30,39.0,89.94,86.98,43.82
Canada,2022-06-19,40,49.0,91.12,88.99,52.87
Canada,2022-06-19,5,11.0,57.89,43.7,0.05
Canada,2022-06-19,50,59.0,91.44,89.71,62.92
Canada,2022-06-19,60,69.0,96.0,94.5,77.58
Canada,2022-06-19,70,79.0,98.83,97.59,86.92
Canada,2022-06-19,80,,100.97,99.41,89.57
Canada,2022-07-17,0,4.0,0.01,0.0,0.0
Canada,2022-07-17,12,17.0,89.94,86.05,19.22
Canada,2022-07-17,18,29.0,90.97,87.21,36.63
Canada,2022-07-17,30,39.0,90.05,87.11,44.15
Canada,2022-07-17,40,49.0,91.22,89.1,53.24
Canada,2022-07-17,5,11.0,57.49,43.79,0.06
Canada,2022-07-17,50,59.0,91.35,89.63,63.1
Canada,2022-07-17,60,69.0,96.13,94.62,77.92
Canada,2022-07-17,70,79.0,99.17,97.92,87.57
Canada,2022-07-17,80,,101.26,99.7,90.11
Canada,2022-08-14,0,4.0,2.79,0.06,0.0
Canada,2022-08-14,12,17.0,89.32,84.92,15.97
Canada,2022-08-14,18,29.0,88.99,69.49,38.09
Canada,2022-08-14,30,39.0,88.86,68.88,45.38
Canada,2022-08-14,40,49.0,90.24,68.48,54.34
Canada,2022-08-14,5,11.0,56.65,43.43,0.02
Canada,2022-08-14,50,59.0,90.26,69.34,63.51
Canada,2022-08-14,60,69.0,95.49,71.66,78.05
Canada,2022-08-14,70,79.0,98.77,73.48,87.78
Canada,2022-08-14,80,,101.04,75.63,90.46
Canada,2022-09-11,0,4.0,5.16,0.12,0.0
Canada,2022-09-11,12,17.0,89.25,84.96,16.92
Canada,2022-09-11,18,29.0,89.0,69.51,38.33
Canada,2022-09-11,30,39.0,88.95,68.97,45.61
Canada,2022-09-11,40,49.0,90.34,68.54,54.57
Canada,2022-09-11,5,11.0,56.56,43.58,1.72
Canada,2022-09-11,50,59.0,90.18,69.3,63.58
Canada,2022-09-11,60,69.0,95.68,71.8,78.32
Canada,2022-09-11,70,79.0,99.08,73.68,88.17
Canada,2022-09-11,80,,101.52,75.88,91.03
Canada,2022-10-09,0,4.0,6.1,0.93,0.01
Canada,2022-10-09,12,17.0,89.14,84.93,17.36
Canada,2022-10-09,18,29.0,89.0,69.52,38.44
Canada,2022-10-09,30,39.0,89.01,69.02,45.8
Canada,2022-10-09,40,49.0,90.43,68.6,54.78
Canada,2022-10-09,5,11.0,56.2,43.42,3.63
Canada,2022-10-09,50,59.0,90.07,69.23,63.66
Canada,2022-10-09,60,69.0,95.87,71.93,78.7
Canada,2022-10-09,70,79.0,99.41,73.9,88.66
Canada,2022-10-09,80,,102.0,76.1,91.65
Canada,2022-11-06,0,4.0,6.88,2.27,0.01
Canada,2022-11-06,12,17.0,89.0,84.85,18.16
Canada,2022-11-06,18,29.0,88.95,69.47,38.61
Canada,2022-11-06,30,39.0,89.1,69.1,46.08
Canada,2022-11-06,40,49.0,90.51,68.65,55.08
Canada,2022-11-06,5,11.0,55.8,43.26,4.99
Canada,2022-11-06,50,59.0,89.95,69.14,63.8
Canada,2022-11-06,60,69.0,96.09,72.1,79.17
Canada,2022-11-06,70,79.0,99.79,74.18,89.27
Canada,2022-11-06,80,,102.63,76.48,92.46
Canada,2022-12-04,0,4.0,7.86,3.3,0.01
Canada,2022-12-04,12,17.0,88.87,84.64,19.35
Canada,2022-12-04,18,29.0,88.95,69.44,38.83
Canada,2022-12-04,30,39.0,89.26,69.18,46.41
Canada,2022-12-04,40,49.0,90.63,68.71,55.38
Canada,2022-12-04,5,11.0,55.47,43.16,6.48
Canada,2022-12-04,50,59.0,89.9,69.09,63.98
Canada,2022-12-04,60,69.0,96.35,72.28,79.56
Canada,2022-12-04,70,79.0,100.16,74.47,89.73
Canada,2022-12-04,80,,103.02,76.91,92.96
Canada,2023-01-01,0,4.0,8.47,3.92,0.02
Canada,2023-01-01,12,17.0,88.66,84.31,20.01
Canada,2023-01-01,18,29.0,88.88,69.36,38.94
Canada,2023-01-01,30,39.0,89.37,69.25,46.6
Canada,2023-01-01,40,49.0,90.71,68.75,55.53
Canada,2023-01-01,5,11.0,55.05,42.9,7.28
Canada,2023-01-01,50,59.0,89.82,69.01,63.98
Canada,2023-01-01,60,69.0,96.56,72.44,79.77
Canada,2023-01-01,70,79.0,100.57,74.77,90.14
Canada,2023-01-01,80,,103.76,77.39,93.7
Canada,2023-01-29,0,4.0,8.89,4.54,0.02
Canada,2023-01-29,12,17.0,88.5,83.97,20.29
Canada,2023-01-29,18,29.0,88.84,69.32,39.0
Canada,2023-01-29,30,39.0,89.48,69.32,46.74
